MAIL,FREIGHT,PASSENGERS,DISTANCE_GROUP,DISTANCE,DEST_AIRPORT_ID,DEST_CITY_NAME,DEST,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,ORIGIN,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER,MONTH,QUARTER,YEAR
0.0,0.0,0.0,1,24.0,12266,"Houston, TX",IAH,12191,"Houston, TX",HOU,Mesa Airlines Inc.,YV,1,1,2025
0.0,0.0,0.0,1,141.0,12094,"Hayden, CO",HDN,11292,"Denver, CO",DEN,Mesa Airlines Inc.,YV,1,1,2025
0.0,0.0,0.0,1,152.0,12012,"Gunnison, CO",GUC,11292,"Denver, CO",DEN,Mesa Airlines Inc.,YV,1,1,2025
0.0,0.0,0.0,1,156.0,12278,"Wichita, KS",ICT,13851,"Oklahoma City, OK",OKC,Mesa Airlines Inc.,YV,1,1,2025
0.0,0.0,0.0,1,167.0,10423,"Austin, TX",AUS,11140,"Corpus Christi, TX",CRP,Mesa Airlines Inc.,YV,1,1,2025
0.0,0.0,0.0,1,0.0,10821,"Baltimore, MD",BWI,10821,"Baltimore, MD",BWI,Atlas Air Inc.,5Y,1,1,2025
0.0,0.0,0.0,1,0.0,11375,"Dover, DE",DOV,11375,"Dover, DE",DOV,Atlas Air Inc.,5Y,1,1,2025
0.0,0.0,0.0,1,0.0,11433,"Detroit, MI",DTW,11433,"Detroit, MI",DTW,Atlas Air Inc.,5Y,1,1,2025
0.0,0.0,0.0,1,0.0,12892,"Los Angeles, CA",LAX,12892,"Los Angeles, CA",LAX,Atlas Air Inc.,5Y,1,1,2025
0.0,0.0,0.0,1,0.0,13360,"Melbourne, FL",MLB,13360,"Melbourne, FL",MLB,Atlas Air Inc.,5Y,1,1,2025
0.0,0.0,0.0,1,0.0,10299,"Anchorage, AK",ANC,10299,"Anchorage, AK",ANC,Ryan Air f/k/a Arctic Transportation,7S,1,1,2025
0.0,0.0,0.0,1,0.0,11540,"El Paso, TX",ELP,11540,"El Paso, TX",ELP,Ameristar Air Cargo,AMQ,1,1,2025
0.0,0.0,0.0,1,0.0,10140,"Albuquerque, NM",ABQ,10140,"Albuquerque, NM",ABQ,"ADVANCED AIR, LLC",AN,1,1,2025
0.0,0.0,0.0,1,0.0,12266,"Houston, TX",IAH,12266,"Houston, TX",IAH,CommuteAir LLC dba CommuteAir,C5,1,1,2025
0.0,0.0,0.0,1,0.0,13029,"Lincoln, NE",LNK,13029,"Lincoln, NE",LNK,CommuteAir LLC dba CommuteAir,C5,1,1,2025
0.0,0.0,0.0,1,0.0,10304,"Aniak, AK",ANI,10304,"Aniak, AK",ANI,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,0.0,12807,"St. Mary's, AK",KSM,12807,"St. Mary's, AK",KSM,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,0.0,11697,"Fort Lauderdale, FL",FLL,11697,"Fort Lauderdale, FL",FLL,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,0.0,13182,"Manistee/Ludington, MI",MBL,13182,"Manistee/Ludington, MI",MBL,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,0.0,13898,"Miami, FL",OPF,13898,"Miami, FL",OPF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,0.0,11193,"Cincinnati, OH",CVG,11193,"Cincinnati, OH",CVG,Polar Air Cargo Airways,PO,1,1,2025
0.0,0.0,0.0,1,0.0,10194,"Dallas/Fort Worth, TX",AFW,10194,"Dallas/Fort Worth, TX",AFW,Omni Air International LLC,X9,1,1,2025
0.0,0.0,0.0,1,0.0,14747,"Seattle, WA",SEA,14747,"Seattle, WA",SEA,Omni Air International LLC,X9,1,1,2025
0.0,0.0,0.0,1,0.0,10529,"Hartford, CT",BDL,10529,"Hartford, CT",BDL,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,3.0,11540,"El Paso, TX",ELP,10615,"El Paso, TX",BIF,National Air Cargo Group Inc d/ba National Airlines,N8,1,1,2025
0.0,0.0,0.0,1,8.0,14477,"Roche Harbor, WA",RCE,11762,"Friday Harbor, WA",FRD,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,9.0,15346,"New York, NY",TSS,15167,"Teterboro, NJ",TEB,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,9.0,13002,"Seattle, WA",LKE,12652,"Kenmore, WA",KEH,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,9.0,12652,"Kenmore, WA",KEH,13002,"Seattle, WA",LKE,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,11.0,12953,"New York, NY",LGA,12478,"New York, NY",JFK,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,12.0,12574,"Nashville, TN",TN8,10693,"Nashville, TN",BNA,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,12.0,13461,"Smyrna, TN",MQY,10693,"Nashville, TN",BNA,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,12.0,10693,"Nashville, TN",BNA,13461,"Smyrna, TN",MQY,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,14.0,11697,"Fort Lauderdale, FL",FLL,13898,"Miami, FL",OPF,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,14.0,13894,"Toksook, AK",OOK,13710,"Nightmute, AK",NME,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,14.0,11697,"Fort Lauderdale, FL",FLL,13898,"Miami, FL",OPF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,17.0,12954,"Long Beach, CA",LGB,12892,"Los Angeles, CA",LAX,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,18.0,10800,"Burbank, CA",BUR,12892,"Los Angeles, CA",LAX,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,21.0,13303,"Miami, FL",MIA,11697,"Fort Lauderdale, FL",FLL,"Global Crossing Airlines, Inc.",GCA,1,1,2025
0.0,0.0,0.0,1,21.0,11697,"Fort Lauderdale, FL",FLL,13303,"Miami, FL",MIA,"Global Crossing Airlines, Inc.",GCA,1,1,2025
0.0,0.0,0.0,1,22.0,13770,"Nunapitchuk, AK",NUP,10551,"Bethel, AK",BET,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,22.0,10551,"Bethel, AK",BET,13770,"Nunapitchuk, AK",NUP,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,24.0,15167,"Teterboro, NJ",TEB,12197,"White Plains, NY",HPN,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,24.0,14320,"Chicago, IL",PWK,13232,"Chicago, IL",MDW,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,24.0,13232,"Chicago, IL",MDW,14320,"Chicago, IL",PWK,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,24.0,12197,"White Plains, NY",HPN,15167,"Teterboro, NJ",TEB,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,24.0,13204,"Orlando, FL",MCO,14761,"Sanford, FL",SFB,"Global Crossing Airlines, Inc.",GCA,1,1,2025
0.0,0.0,0.0,1,24.0,12831,"Kasigluk, AK",KUK,10551,"Bethel, AK",BET,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,24.0,15167,"Teterboro, NJ",TEB,12197,"White Plains, NY",HPN,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,24.0,13461,"Smyrna, TN",MQY,12574,"Nashville, TN",TN8,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,24.0,11278,"Washington, DC",DCA,12264,"Washington, DC",IAD,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,25.0,15887,"Newtok, AK",WWT,13710,"Nightmute, AK",NME,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,26.0,14004,"Everett, WA",PAE,10559,"Seattle, WA",BFI,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,26.0,14004,"Everett, WA",PAE,10559,"Seattle, WA",BFI,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,26.0,10559,"Seattle, WA",BFI,14004,"Everett, WA",PAE,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,26.0,10559,"Seattle, WA",BFI,14004,"Everett, WA",PAE,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,28.0,12197,"White Plains, NY",HPN,11764,"East Farmingdale, NY",FRG,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,29.0,13796,"Oakland, CA",OAK,14831,"San Jose, CA",SJC,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,29.0,10241,"Akiak, AK",AKI,15798,"Napakiak, AK",WNA,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,30.0,14771,"San Francisco, CA",SFO,14831,"San Jose, CA",SJC,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,30.0,11278,"Washington, DC",DCA,10821,"Baltimore, MD",BWI,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,31.0,15304,"Tampa, FL",TPA,12882,"Lakeland, FL",LAL,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,31.0,12882,"Lakeland, FL",LAL,15304,"Tampa, FL",TPA,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,33.0,15798,"Napakiak, AK",WNA,11492,"Eek, AK",EEK,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,35.0,13830,"Kahului, HI",OGG,13034,"Lanai, HI",LNY,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,36.0,13256,"Mission/McAllen/Edinburg, TX",MFE,12206,"Harlingen/San Benito, TX",HRL,CommuteAir LLC dba CommuteAir,C5,1,1,2025
0.0,0.0,0.0,1,36.0,14908,"Santa Ana, CA",SNA,12892,"Los Angeles, CA",LAX,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,36.0,12892,"Los Angeles, CA",LAX,14908,"Santa Ana, CA",SNA,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,37.0,15220,"Tacoma, WA",TIW,12652,"Kenmore, WA",KEH,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,37.0,12652,"Kenmore, WA",KEH,15220,"Tacoma, WA",TIW,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,39.0,15257,"Tuluksak, AK",TLT,14130,"Napaskiak, AK",PKA,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,40.0,14986,"Sarasota/Bradenton, FL",SRQ,15304,"Tampa, FL",TPA,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,42.0,14027,"West Palm Beach/Palm Beach, FL",PBI,11697,"Fort Lauderdale, FL",FLL,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,42.0,11697,"Fort Lauderdale, FL",FLL,14027,"West Palm Beach/Palm Beach, FL",PBI,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,44.0,15447,"Waukegan, IL",UGN,13232,"Chicago, IL",MDW,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,44.0,13232,"Chicago, IL",MDW,15447,"Waukegan, IL",UGN,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,44.0,13369,"Marshall, AK",MLL,12807,"St. Mary's, AK",KSM,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,45.0,14306,"Provincetown, MA",PVC,10721,"Boston, MA",BOS,"Hyannis Air Service, Inc. dba Cape Air",9K,1,1,2025
0.0,0.0,0.0,1,45.0,10721,"Boston, MA",BOS,14306,"Provincetown, MA",PVC,"Hyannis Air Service, Inc. dba Cape Air",9K,1,1,2025
0.0,0.0,0.0,1,45.0,12244,"New Haven, CT",HVN,12197,"White Plains, NY",HPN,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,45.0,12197,"White Plains, NY",HPN,12244,"New Haven, CT",HVN,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,47.0,12892,"Los Angeles, CA",LAX,13891,"Ontario, CA",ONT,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,48.0,12244,"New Haven, CT",HVN,10529,"Hartford, CT",BDL,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,48.0,10529,"Hartford, CT",BDL,12244,"New Haven, CT",HVN,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,49.0,15257,"Tuluksak, AK",TLT,14627,"Russian Mission, AK",RSH,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,49.0,14307,"Providence, RI",PVD,10721,"Boston, MA",BOS,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,50.0,13055,"Lopez Island, WA",LPS,14004,"Everett, WA",PAE,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,52.0,15085,"Sheldon Point, AK",SXP,14718,"Scammon Bay, AK",SCM,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,53.0,13676,"Nikolai, AK",NIB,15160,"Takotna, AK",TCT,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",JN,1,1,2025
0.0,0.0,0.0,1,55.0,14004,"Everett, WA",PAE,11762,"Friday Harbor, WA",FRD,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,55.0,11762,"Friday Harbor, WA",FRD,14004,"Everett, WA",PAE,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,55.0,10792,"Buffalo, NY",BUF,14576,"Rochester, NY",ROC,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,56.0,15030,"Stuart, FL",SUA,10519,"Boca Raton, FL",BCT,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,59.0,10011,"Peach Springs, AZ",1G4,10661,"Boulder City, NV",BLD,Grand Canyon Helicopters,GCH,1,1,2025
0.0,0.0,0.0,1,60.0,15074,"Stillwater, OK",SWO,13851,"Oklahoma City, OK",OKC,"Global Crossing Airlines, Inc.",GCA,1,1,2025
0.0,0.0,0.0,1,60.0,12709,"Akiachak, AK",KKI,14627,"Russian Mission, AK",RSH,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,62.0,13303,"Miami, FL",MIA,14027,"West Palm Beach/Palm Beach, FL",PBI,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,62.0,14004,"Everett, WA",PAE,11588,"Eastsound, WA",ESD,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,62.0,11588,"Eastsound, WA",ESD,14004,"Everett, WA",PAE,Kenmore Air Harbor,KAH,1,1,2025
0.0,0.0,0.0,1,63.0,14512,"Rockford, IL",RFD,13930,"Chicago, IL",ORD,Atlas Air Inc.,5Y,1,1,2025
0.0,0.0,0.0,1,63.0,13930,"Chicago, IL",ORD,14512,"Rockford, IL",RFD,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,65.0,16091,"Detroit, MI",YIP,12884,"Lansing, MI",LAN,Ameristar Air Cargo,AMQ,1,1,2025
0.0,0.0,0.0,1,65.0,12884,"Lansing, MI",LAN,16091,"Detroit, MI",YIP,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,66.0,14683,"San Antonio, TX",SAT,10423,"Austin, TX",AUS,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,67.0,10529,"Hartford, CT",BDL,14307,"Providence, RI",PVD,"Global Crossing Airlines, Inc.",GCA,1,1,2025
0.0,0.0,0.0,1,67.0,11618,"Newark, NJ",EWR,10135,"Allentown/Bethlehem/Easton, PA",ABE,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,68.0,12244,"New Haven, CT",HVN,15167,"Teterboro, NJ",TEB,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,68.0,13369,"Marshall, AK",MLL,12709,"Akiachak, AK",KKI,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,68.0,12807,"St. Mary's, AK",KSM,12769,"Kotlik, AK",KOT,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,68.0,10996,"Chuathbaluk, AK",CHU,14880,"Sleetmute, AK",SLQ,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,68.0,14691,"San Bernardino, CA",SBD,12892,"Los Angeles, CA",LAX,Sky Lease Cargo,WI,1,1,2025
0.0,0.0,0.0,1,70.0,11193,"Cincinnati, OH",CVG,12945,"Lexington, KY",LEX,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,71.0,11267,"Dayton, OH",DAY,11066,"Columbus, OH",CMH,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,71.0,11066,"Columbus, OH",CMH,11267,"Dayton, OH",DAY,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,74.0,10304,"Aniak, AK",ANI,14493,"Red Devil, AK",RDV,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,74.0,14843,"San Juan, PR",SJU,10732,"Aguadilla, PR",BQN,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,74.0,13485,"Madison, WI",MSN,13342,"Milwaukee, WI",MKE,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,74.0,13342,"Milwaukee, WI",MKE,13485,"Madison, WI",MSN,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,75.0,12348,"Winston-Salem, NC",INT,11057,"Charlotte, NC",CLT,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,75.0,11057,"Charlotte, NC",CLT,12348,"Winston-Salem, NC",INT,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,75.0,11057,"Charlotte, NC",CLT,11996,"Greer, SC",GSP,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,75.0,13931,"Norfolk, VA",ORF,14524,"Richmond, VA",RIC,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,78.0,11492,"Eek, AK",EEK,11952,"Goodnews Bay, AK",GNU,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,79.0,12831,"Kasigluk, AK",KUK,11227,"Chefornak, AK",CYF,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,79.0,10304,"Aniak, AK",ANI,14880,"Sleetmute, AK",SLQ,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,80.0,12197,"White Plains, NY",HPN,10529,"Hartford, CT",BDL,"Global Crossing Airlines, Inc.",GCA,1,1,2025
0.0,0.0,0.0,1,80.0,11618,"Newark, NJ",EWR,14100,"Philadelphia, PA",PHL,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,80.0,10529,"Hartford, CT",BDL,10257,"Albany, NY",ALB,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,80.0,10529,"Hartford, CT",BDL,12197,"White Plains, NY",HPN,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,80.0,13342,"Milwaukee, WI",MKE,13232,"Chicago, IL",MDW,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,80.0,13232,"Chicago, IL",MDW,13342,"Milwaukee, WI",MKE,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,84.0,12807,"St. Mary's, AK",KSM,15554,"Chevak, AK",VAK,"FOX AIRCRAFT, LLC",6F,1,1,2025
0.0,0.0,0.0,1,84.0,13369,"Marshall, AK",MLL,10304,"Aniak, AK",ANI,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,85.0,14679,"San Diego, CA",SAN,14262,"Palm Springs, CA",PSP,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,86.0,14689,"Santa Barbara, CA",SBA,10800,"Burbank, CA",BUR,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,87.0,10917,"Cold Bay, AK",CDB,14738,"Sandpoint, AK",SDP,Via Airlines d/b/a Sterling Airways,VC,1,1,2025
0.0,0.0,0.0,1,91.0,11278,"Washington, DC",DCA,10990,"Charlottesville, VA",CHO,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,92.0,10304,"Aniak, AK",ANI,12676,"Grayling, AK",KGX,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,94.0,12478,"New York, NY",JFK,14100,"Philadelphia, PA",PHL,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,97.0,13486,"Missoula, MT",MSO,11648,"Kalispell, MT",FCA,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,97.0,11834,"Fayetteville, AR",FYV,15370,"Tulsa, OK",TUL,Air Wisconsin Airlines Corp,ZW,1,1,2025
0.0,0.0,0.0,1,98.0,10967,"Cape Girardeau, MO",CGI,11123,"St. Louis, MO",CPS,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,100.0,14006,"Paducah, KY",PAH,13983,"Owensboro, KY",OWB,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,100.0,12173,"Honolulu, HI",HNL,13830,"Kahului, HI",OGG,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,100.0,12264,"Washington, DC",IAD,14524,"Richmond, VA",RIC,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,101.0,12882,"Lakeland, FL",LAL,11252,"Daytona Beach, FL",DAB,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,101.0,11252,"Daytona Beach, FL",DAB,12882,"Lakeland, FL",LAL,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,102.0,12982,"Lihue, HI",LIH,12173,"Honolulu, HI",HNL,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
0.0,0.0,0.0,1,102.0,10304,"Aniak, AK",ANI,15798,"Napakiak, AK",WNA,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,102.0,14492,"Raleigh/Durham, NC",RDU,13139,"Lynchburg, VA",LYH,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,102.0,13139,"Lynchburg, VA",LYH,14492,"Raleigh/Durham, NC",RDU,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,103.0,12807,"St. Mary's, AK",KSM,15257,"Tuluksak, AK",TLT,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",K2,1,1,2025
0.0,0.0,0.0,1,104.0,14100,"Philadelphia, PA",PHL,10434,"Scranton/Wilkes-Barre, PA",AVP,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,105.0,11697,"Fort Lauderdale, FL",FLL,14635,"Fort Myers, FL",RSW,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,108.0,11697,"Fort Lauderdale, FL",FLL,13501,"Marathon, FL",MTH,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,1,1,2025
0.0,0.0,0.0,1,110.0,14635,"Fort Myers, FL",RSW,15304,"Tampa, FL",TPA,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,111.0,12339,"Indianapolis, IN",IND,14730,"Louisville, KY",SDF,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,111.0,13851,"Oklahoma City, OK",OKC,15370,"Tulsa, OK",TUL,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,113.0,14492,"Raleigh/Durham, NC",RDU,12544,"Concord, NC",USA,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,114.0,11463,"Eagle, AK",EAA,15236,"Tok, AK",TKJ,40-Mile Air,Q5,1,1,2025
0.0,0.0,0.0,1,116.0,11618,"Newark, NJ",EWR,10529,"Hartford, CT",BDL,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,116.0,14489,"Bend/Redmond, OR",RDM,14057,"Portland, OR",PDX,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,118.0,11953,"Gainesville, FL",GNV,12882,"Lakeland, FL",LAL,TEM Enterprises dba  Avelo Airlines,XP,1,1,2025
0.0,0.0,0.0,1,120.0,11503,"Eagle, CO",EGE,11292,"Denver, CO",DEN,United Air Lines Inc.,UA,1,1,2025
0.0,0.0,0.0,1,120.0,15096,"Syracuse, NY",SYR,10257,"Albany, NY",ALB,Republic Airline,YX,1,1,2025
0.0,0.0,0.0,1,121.0,13830,"Kahului, HI",OGG,12402,"Hilo, HI",ITO,"Jet Aviation Flight Services, Inc.",27Q,1,1,2025
